company_name,ticker,Date,Open,High,Low,Close,Adj Close,Volume
Nvidia,NVDA,2019-09-25,4.312749862670898,4.475500106811523,4.267749786376953,4.455749988555908,4.434561729431152,308432000
Nvidia,NVDA,2019-09-26,4.446000099182129,4.454750061035156,4.38224983215332,4.433499813079834,4.412416934967041,234564000
Nvidia,NVDA,2019-09-27,4.391499996185303,4.442500114440918,4.232999801635742,4.294000148773193,4.273581027984619,362056000
Nvidia,NVDA,2019-09-30,4.320000171661377,4.361999988555908,4.28849983215332,4.351749897003174,4.331056118011475,186184000
Nvidia,NVDA,2019-10-01,4.375,4.525000095367432,4.345250129699707,4.349999904632568,4.329314231872559,366008000
Nvidia,NVDA,2019-10-02,4.328000068664551,4.340000152587891,4.2532501220703125,4.326000213623047,4.305428981781006,293372000
Nvidia,NVDA,2019-10-03,4.33050012588501,4.539000034332275,4.300000190734863,4.532750129699707,4.511195659637451,450588000
Nvidia,NVDA,2019-10-04,4.534999847412109,4.578750133514404,4.4695000648498535,4.54925012588501,4.527617454528809,265524000
Nvidia,NVDA,2019-10-07,4.614500045776367,4.708499908447266,4.60575008392334,4.608250141143799,4.586336612701416,480984000
Nvidia,NVDA,2019-10-08,4.515999794006348,4.515999794006348,4.412499904632568,4.430749893188477,4.409680366516113,444436000
Nvidia,NVDA,2019-10-09,4.507999897003174,4.567500114440918,4.479000091552734,4.517749786376953,4.496265411376953,292412000
Nvidia,NVDA,2019-10-10,4.515500068664551,4.626999855041504,4.510250091552734,4.57574987411499,4.553991317749023,309124000
Nvidia,NVDA,2019-10-11,4.660250186920166,4.733500003814697,4.641250133514404,4.649750232696533,4.62763786315918,446404000
Nvidia,NVDA,2019-10-14,4.640999794006348,4.6842498779296875,4.609749794006348,4.663249969482422,4.641075134277344,200040000
Nvidia,NVDA,2019-10-15,4.754000186920166,4.982250213623047,4.739999771118164,4.909249782562256,4.885904312133789,664124000
Nvidia,NVDA,2019-10-16,4.875,4.980500221252441,4.84375,4.855249881744385,4.8321614265441895,428944000
Nvidia,NVDA,2019-10-17,4.900000095367432,4.945250034332275,4.802499771118164,4.857250213623047,4.8341522216796875,263436000
Nvidia,NVDA,2019-10-18,4.857749938964844,4.890500068664551,4.6875,4.762249946594238,4.739603042602539,307440000
Nvidia,NVDA,2019-10-21,4.823999881744385,4.913750171661377,4.804999828338623,4.90024995803833,4.876947402954102,261868000
Nvidia,NVDA,2019-10-22,4.957499980926514,5.0632500648498535,4.882500171661377,4.890250205993652,4.866995334625244,328720000
Nvidia,NVDA,2019-10-23,4.807750225067139,4.891499996185303,4.775750160217285,4.8772501945495605,4.854057312011719,279916000
Nvidia,NVDA,2019-10-24,4.918749809265137,4.955249786376953,4.884500026702881,4.921500205993652,4.898097038269043,232020000
Nvidia,NVDA,2019-10-25,5.002500057220459,5.134500026702881,4.994750022888184,5.113500118255615,5.089183330535889,423092000
Nvidia,NVDA,2019-10-28,5.15749979019165,5.222499847412109,5.127999782562256,5.169750213623047,5.145166397094727,330792000
Nvidia,NVDA,2019-10-29,5.155749797821045,5.16225004196167,5.053500175476074,5.072999954223633,5.048877239227295,211236000
Nvidia,NVDA,2019-10-30,5.099999904632568,5.10575008392334,5.006499767303467,5.074999809265137,5.05086612701416,205960000
Nvidia,NVDA,2019-10-31,5.053999900817871,5.074999809265137,4.945250034332275,5.0254998207092285,5.0016021728515625,209732000
Nvidia,NVDA,2019-11-01,4.989999771118164,5.097249984741211,4.964749813079834,5.0647501945495605,5.040665626525879,283640000
Nvidia,NVDA,2019-11-04,5.146249771118164,5.275000095367432,5.123000144958496,5.262499809265137,5.237475395202637,376716000
Nvidia,NVDA,2019-11-05,5.262249946594238,5.28849983215332,5.191999912261963,5.240250110626221,5.215330600738525,300868000
Nvidia,NVDA,2019-11-06,5.216000080108643,5.2417497634887695,5.102749824523926,5.1907501220703125,5.166064739227295,269012000
Nvidia,NVDA,2019-11-07,5.277750015258789,5.292500019073486,5.16349983215332,5.208499908447266,5.183731555938721,280340000
Nvidia,NVDA,2019-11-08,5.191500186920166,5.226250171661377,5.153749942779541,5.194499969482422,5.169798851013184,189100000
Nvidia,NVDA,2019-11-11,5.193749904632568,5.227749824523926,5.10699987411499,5.204500198364258,5.179749965667725,243436000
Nvidia,NVDA,2019-11-12,5.243000030517578,5.296500205993652,5.207749843597412,5.240250110626221,5.215330600738525,283504000
Nvidia,NVDA,2019-11-13,5.208749771118164,5.236499786376953,5.147500038146973,5.214250087738037,5.189455032348633,300188000
Nvidia,NVDA,2019-11-14,5.223249912261963,5.247000217437744,5.163000106811523,5.244750022888184,5.219810485839844,518080000
Nvidia,NVDA,2019-11-15,5.242499828338623,5.29449987411499,5.015999794006348,5.104750156402588,5.080475807189941,1053628000
Nvidia,NVDA,2019-11-18,5.097249984741211,5.333749771118164,5.094250202178955,5.307000160217285,5.281764984130859,574588000
Nvidia,NVDA,2019-11-19,5.275750160217285,5.299499988555908,5.141250133514404,5.199749946594238,5.175023078918457,414564000
Nvidia,NVDA,2019-11-20,5.176750183105469,5.363749980926514,5.164000034332275,5.2795000076293945,5.25439453125,472588000
Nvidia,NVDA,2019-11-21,5.275000095367432,5.330999851226807,5.232749938964844,5.254499912261963,5.2295122146606445,288388000
Nvidia,NVDA,2019-11-22,5.277249813079834,5.323999881744385,5.248499870300293,5.272250175476074,5.24717903137207,224100000
Nvidia,NVDA,2019-11-25,5.401000022888184,5.535250186920166,5.388000011444092,5.530250072479248,5.503952503204346,506476000
Nvidia,NVDA,2019-11-26,5.512499809265137,5.517250061035156,5.418499946594238,5.425000190734863,5.399202823638916,385244000
Nvidia,NVDA,2019-11-27,5.466750144958496,5.50124979019165,5.429500102996826,5.455999851226807,5.4340620040893555,215784000
Nvidia,NVDA,2019-11-29,5.425000190734863,5.453499794006348,5.394499778747559,5.418499946594238,5.396712779998779,141556000
Nvidia,NVDA,2019-12-02,5.411499977111816,5.425000190734863,5.216000080108643,5.231249809265137,5.210215091705322,372036000
Nvidia,NVDA,2019-12-03,5.046750068664551,5.195499897003174,5.009250164031982,5.191500186920166,5.17062520980835,465232000
Nvidia,NVDA,2019-12-04,5.2754998207092285,5.297999858856201,5.20674991607666,5.235499858856201,5.214449405670166,273424000
Nvidia,NVDA,2019-12-05,5.257500171661377,5.273250102996826,5.187749862670898,5.218500137329102,5.197517395019531,184884000
Nvidia,NVDA,2019-12-06,5.288000106811523,5.337250232696533,5.2779998779296875,5.3042497634887695,5.282921314239502,232236000
Nvidia,NVDA,2019-12-09,5.28125,5.359250068664551,5.272500038146973,5.3042497634887695,5.282921314239502,211880000
Nvidia,NVDA,2019-12-10,5.334499835968018,5.401500225067139,5.281499862670898,5.3495001792907715,5.32798957824707,256388000
Nvidia,NVDA,2019-12-11,5.360000133514404,5.439000129699707,5.357500076293945,5.433499813079834,5.411651611328125,233796000
Nvidia,NVDA,2019-12-12,5.4045000076293945,5.619999885559082,5.395500183105469,5.601749897003174,5.579225540161133,404348000
Nvidia,NVDA,2019-12-13,5.604750156402588,5.7245001792907715,5.545499801635742,5.59975004196167,5.577234268188477,454704000
Nvidia,NVDA,2019-12-16,5.647500038146973,5.701499938964844,5.6192498207092285,5.628749847412109,5.6061177253723145,320976000
Nvidia,NVDA,2019-12-17,5.647500038146973,5.730000019073486,5.638000011444092,5.707250118255615,5.684301376342773,321196000
Nvidia,NVDA,2019-12-18,5.742249965667725,5.798500061035156,5.733749866485596,5.737750053405762,5.714678764343262,343548000
Nvidia,NVDA,2019-12-19,5.772500038146973,5.900000095367432,5.767499923706055,5.886499881744385,5.862831115722656,445360000
Nvidia,NVDA,2019-12-20,5.953249931335449,6.009749889373779,5.934000015258789,5.984250068664551,5.960187911987305,603044000
Nvidia,NVDA,2019-12-23,6.013000011444092,6.045249938964844,5.959750175476074,5.9704999923706055,5.9464921951293945,355060000
Nvidia,NVDA,2019-12-24,5.954999923706055,5.982749938964844,5.920499801635742,5.9654998779296875,5.941513538360596,138864000
Nvidia,NVDA,2019-12-26,5.968999862670898,6.007999897003174,5.949999809265137,5.979750156402588,5.955705642700195,182852000
Nvidia,NVDA,2019-12-27,5.994999885559082,6.008500099182129,5.895249843597412,5.921750068664551,5.8979387283325195,254644000
Nvidia,NVDA,2019-12-30,5.899750232696533,5.90500020980835,5.776500225067139,5.808000087738037,5.784646511077881,258056000
Nvidia,NVDA,2019-12-31,5.772500038146973,5.892000198364258,5.7532501220703125,5.882500171661377,5.858847141265869,231004000
Nvidia,NVDA,2020-01-02,5.96875,5.9977498054504395,5.918000221252441,5.9977498054504395,5.9736328125,237536000
Nvidia,NVDA,2020-01-03,5.877500057220459,5.9457502365112305,5.852499961853027,5.901750087738037,5.8780198097229,205384000
Nvidia,NVDA,2020-01-06,5.808000087738037,5.9317498207092285,5.781750202178955,5.926499843597412,5.902670860290527,262636000
Nvidia,NVDA,2020-01-07,5.954999923706055,6.044250011444092,5.909749984741211,5.9982500076293945,5.974131107330322,314856000
Nvidia,NVDA,2020-01-08,5.99399995803833,6.051000118255615,5.953750133514404,6.009500026702881,5.985335826873779,277108000
Nvidia,NVDA,2020-01-09,6.096250057220459,6.148250102996826,6.021500110626221,6.075500011444092,6.0510711669921875,255112000
Nvidia,NVDA,2020-01-10,6.1832499504089355,6.213749885559082,6.09375,6.107999801635742,6.083439826965332,316296000
Nvidia,NVDA,2020-01-13,6.191500186920166,6.324749946594238,6.168749809265137,6.299499988555908,6.274169921875,319840000
Nvidia,NVDA,2020-01-14,6.256499767303467,6.2820000648498535,6.168749809265137,6.182000160217285,6.157142162322998,359088000
Nvidia,NVDA,2020-01-15,6.19474983215332,6.217249870300293,6.113249778747559,6.139249801635742,6.114564418792725,263104000
Nvidia,NVDA,2020-01-16,6.192999839782715,6.229249954223633,6.16949987411499,6.223249912261963,6.198226451873779,284192000
Nvidia,NVDA,2020-01-17,6.242499828338623,6.25,6.1842498779296875,6.23199987411499,6.206941604614258,253792000
Nvidia,NVDA,2020-01-21,6.195250034332275,6.232250213623047,6.164249897003174,6.198500156402588,6.1735758781433105,217916000
Nvidia,NVDA,2020-01-22,6.24399995803833,6.339749813079834,6.224999904632568,6.252749919891357,6.2276082038879395,239240000
Nvidia,NVDA,2020-01-23,6.293000221252441,6.329999923706055,6.203750133514404,6.321499824523926,6.296081066131592,244516000
Nvidia,NVDA,2020-01-24,6.4375,6.487500190734863,6.207499980926514,6.26200008392334,6.236820697784424,373512000
Nvidia,NVDA,2020-01-27,5.955999851226807,6.056250095367432,5.805749893188477,6.005000114440918,5.980854511260986,470536000
Nvidia,NVDA,2020-01-28,6.071249961853027,6.231750011444092,6.017749786376953,6.199250221252441,6.174324035644531,310976000
Nvidia,NVDA,2020-01-29,6.184750080108643,6.2210001945495605,6.098499774932861,6.138500213623047,6.1138176918029785,258848000
Nvidia,NVDA,2020-01-30,6.040249824523926,6.158750057220459,5.985000133514404,6.145249843597412,6.120540618896484,290504000
Nvidia,NVDA,2020-01-31,6.099249839782715,6.111249923706055,5.868750095367432,5.910749912261963,5.886983394622803,370420000
Nvidia,NVDA,2020-02-03,5.892499923706055,6.027750015258789,5.886250019073486,6.0082502365112305,5.984091758728027,255564000
Nvidia,NVDA,2020-02-04,6.150750160217285,6.197500228881836,6.100500106811523,6.178249835968018,6.153407096862793,271544000
Nvidia,NVDA,2020-02-05,6.299749851226807,6.309999942779541,6.1852498054504395,6.269000053405762,6.24379301071167,208220000
Nvidia,NVDA,2020-02-06,6.303500175476074,6.356249809265137,6.2220001220703125,6.356249809265137,6.330690383911133,218284000
Nvidia,NVDA,2020-02-07,6.315999984741211,6.338250160217285,6.264249801635742,6.289750099182129,6.264459133148193,189752000
Nvidia,NVDA,2020-02-10,6.3125,6.574999809265137,6.307499885559082,6.574250221252441,6.547815799713135,529608000
Nvidia,NVDA,2020-02-11,6.683000087738037,6.8125,6.6207499504089355,6.697249889373779,6.6703200340271,638556000
Nvidia,NVDA,2020-02-12,6.750249862670898,6.820000171661377,6.711249828338623,6.813499927520752,6.786102771759033,374644000
Nvidia,NVDA,2020-02-13,6.755249977111816,6.836999893188477,6.727749824523926,6.769499778747559,6.742280006408691,528016000
Nvidia,NVDA,2020-02-14,7.18149995803833,7.3742499351501465,7.150000095367432,7.244750022888184,7.215619087219238,1041924000
Nvidia,NVDA,2020-02-18,7.140999794006348,7.432750225067139,7.121500015258789,7.414249897003174,7.384437084197998,620164000
Nvidia,NVDA,2020-02-19,7.53725004196167,7.885250091552734,7.53725004196167,7.867499828338623,7.835864543914795,694332000
Nvidia,NVDA,2020-02-20,7.819250106811523,7.9079999923706055,7.408750057220459,7.71750020980835,7.68646764755249,810052000
Nvidia,NVDA,2020-02-21,7.604750156402588,7.630000114440918,7.266499996185303,7.351749897003174,7.322188854217529,768180000
Nvidia,NVDA,2020-02-24,6.754749774932861,7.046750068664551,6.699999809265137,6.831999778747559,6.804529190063477,856916000
Nvidia,NVDA,2020-02-25,6.90749979019165,6.969749927520752,6.448999881744385,6.551249980926514,6.524908065795898,1055496000
Nvidia,NVDA,2020-02-26,6.551499843597412,6.886250019073486,6.550000190734863,6.691249847412109,6.664345741271973,747732000
Nvidia,NVDA,2020-02-27,6.372499942779541,6.675000190734863,6.222249984741211,6.315000057220459,6.293370723724365,906416000
Nvidia,NVDA,2020-02-28,6.061500072479248,6.811500072479248,6.044750213623047,6.7517499923706055,6.728622913360596,1133252000
Nvidia,NVDA,2020-03-02,6.922500133514404,6.9397501945495605,6.525000095367432,6.910749912261963,6.887079238891602,890744000
Nvidia,NVDA,2020-03-03,6.966750144958496,7.026750087738037,6.561500072479248,6.647250175476074,6.624482154846191,652792000
Nvidia,NVDA,2020-03-04,6.755000114440918,7.122250080108643,6.679999828338623,7.112750053405762,7.088387489318848,597408000
Nvidia,NVDA,2020-03-05,6.912499904632568,7.079999923706055,6.787499904632568,6.832250118255615,6.808848857879639,540328000
Nvidia,NVDA,2020-03-06,6.6519999504089355,6.709750175476074,6.449999809265137,6.651000022888184,6.628218173980713,515412000
Nvidia,NVDA,2020-03-09,5.997499942779541,6.485000133514404,5.954500198364258,6.136000156402588,6.114983081817627,614160000
Nvidia,NVDA,2020-03-10,6.41349983215332,6.5269999504089355,6.149750232696533,6.5269999504089355,6.50464391708374,580648000
Nvidia,NVDA,2020-03-11,6.386499881744385,6.414999961853027,6.0642499923706055,6.161749839782715,6.14064359664917,499964000
Nvidia,NVDA,2020-03-12,5.636499881744385,5.9029998779296875,5.394999980926514,5.407750129699707,5.389227390289307,816540000
Nvidia,NVDA,2020-03-13,5.762499809265137,6.0254998207092285,5.490250110626221,6.020999908447266,6.0003767013549805,634836000
Nvidia,NVDA,2020-03-16,5.3102498054504395,5.652500152587891,4.849999904632568,4.909999847412109,4.893180847167969,726972000
Nvidia,NVDA,2020-03-17,5.022749900817871,5.521500110626221,4.775000095367432,5.4317498207092285,5.413144111633301,833632000
Nvidia,NVDA,2020-03-18,5.002500057220459,5.248499870300293,4.517000198364258,5.070499897003174,5.053131103515625,874268000
Nvidia,NVDA,2020-03-19,5.048999786376953,5.41825008392334,4.834750175476074,5.324250221252441,5.306014060974121,765512000
Nvidia,NVDA,2020-03-20,5.474999904632568,5.757999897003174,5.1282501220703125,5.143750190734863,5.126131057739258,804636000
Nvidia,NVDA,2020-03-23,5.142749786376953,5.4120001792907715,4.9629998207092285,5.317249774932861,5.299036502838135,643876000
Nvidia,NVDA,2020-03-24,5.724999904632568,6.316500186920166,5.701250076293945,6.229499816894531,6.208162307739258,1101644000
Nvidia,NVDA,2020-03-25,6.34499979019165,6.545499801635742,6.0914998054504395,6.140500068664551,6.1194682121276855,793432000
Nvidia,NVDA,2020-03-26,6.348499774932861,6.555500030517578,6.25,6.431000232696533,6.40897274017334,696108000
Nvidia,NVDA,2020-03-27,6.25,6.578000068664551,6.2170000076293945,6.3182501792907715,6.296607971191406,638828000
Nvidia,NVDA,2020-03-30,6.383999824523926,6.64900016784668,6.339749813079834,6.639750003814697,6.617007732391357,602252000
Nvidia,NVDA,2020-03-31,6.679999828338623,6.885000228881836,6.443749904632568,6.590000152587891,6.567427635192871,949960000
Nvidia,NVDA,2020-04-01,6.391250133514404,6.538249969482422,6.0320000648498535,6.076749801635742,6.055935382843018,656912000
Nvidia,NVDA,2020-04-02,6.105999946594238,6.400000095367432,6.057750225067139,6.386750221252441,6.364874362945557,675764000
Nvidia,NVDA,2020-04-03,6.348999977111816,6.390749931335449,5.959750175476074,6.097750186920166,6.076864719390869,663212000
Nvidia,NVDA,2020-04-06,6.38100004196167,6.747000217437744,6.323249816894531,6.710000038146973,6.687016487121582,727884000
Nvidia,NVDA,2020-04-07,6.932499885559082,6.956250190734863,6.432499885559082,6.475749969482422,6.453569412231445,784520000
Nvidia,NVDA,2020-04-08,6.585249900817871,6.698750019073486,6.514999866485596,6.673749923706055,6.6508917808532715,542444000
Nvidia,NVDA,2020-04-09,6.800000190734863,6.822999954223633,6.510499954223633,6.573750019073486,6.551233768463135,525564000
Nvidia,NVDA,2020-04-13,6.513750076293945,6.755000114440918,6.425000190734863,6.746250152587891,6.723142147064209,398408000
Nvidia,NVDA,2020-04-14,6.875,7.132999897003174,6.847249984741211,7.098750114440918,7.074434757232666,530948000
Nvidia,NVDA,2020-04-15,6.929999828338623,7.104249954223633,6.884500026702881,7.020999908447266,6.996951580047607,366148000
Nvidia,NVDA,2020-04-16,7.177000045776367,7.474999904632568,7.163750171661377,7.367499828338623,7.3422651290893555,745620000
Nvidia,NVDA,2020-04-17,7.449999809265137,7.471499919891357,7.173500061035156,7.308000087738037,7.282968044281006,539120000
Nvidia,NVDA,2020-04-20,7.181000232696533,7.337500095367432,7.131750106811523,7.176249980926514,7.151669502258301,449388000
Nvidia,NVDA,2020-04-21,7.057750225067139,7.1192498207092285,6.677750110626221,6.737750053405762,6.7146711349487305,735160000
Nvidia,NVDA,2020-04-22,6.930749893188477,7.196750164031982,6.885000228881836,7.153749942779541,7.129247188568115,483356000
Nvidia,NVDA,2020-04-23,7.196000099182129,7.328499794006348,7.074999809265137,7.100249767303467,7.075930118560791,424160000
Nvidia,NVDA,2020-04-24,7.090000152587891,7.2417497634887695,7.014999866485596,7.239749908447266,7.21495246887207,352328000
Nvidia,NVDA,2020-04-27,7.374750137329102,7.587500095367432,7.349999904632568,7.427000045776367,7.401561260223389,479388000
Nvidia,NVDA,2020-04-28,7.574999809265137,7.605000019073486,7.278500080108643,7.283999919891357,7.2590508460998535,442904000
Nvidia,NVDA,2020-04-29,7.419250011444092,7.514500141143799,7.34375,7.46150016784668,7.435942649841309,379160000
Nvidia,NVDA,2020-04-30,7.407249927520752,7.46150016784668,7.293000221252441,7.307000160217285,7.281972885131836,375916000
Nvidia,NVDA,2020-05-01,7.108749866485596,7.222499847412109,7.020999908447266,7.069499969482422,7.045284748077393,342096000
Nvidia,NVDA,2020-05-04,7.021999835968018,7.296000003814697,7.021999835968018,7.282249927520752,7.25730562210083,317556000
Nvidia,NVDA,2020-05-05,7.386750221252441,7.506750106811523,7.282249927520752,7.343500137329102,7.3183465003967285,368896000
Nvidia,NVDA,2020-05-06,7.423250198364258,7.550000190734863,7.385250091552734,7.44474983215332,7.419249057769775,323464000
Nvidia,NVDA,2020-05-07,7.584499835968018,7.6852498054504395,7.5329999923706055,7.6217498779296875,7.595643997192383,373732000
Nvidia,NVDA,2020-05-08,7.693749904632568,7.818749904632568,7.659749984741211,7.8125,7.785740375518799,339216000
Nvidia,NVDA,2020-05-11,7.807499885559082,8.112500190734863,7.778749942779541,8.065500259399414,8.037873268127441,469060000
Nvidia,NVDA,2020-05-12,8.123499870300293,8.172499656677246,7.792749881744385,7.802499771118164,7.775774955749512,493060000
Nvidia,NVDA,2020-05-13,7.917500019073486,8.078499794006348,7.594749927520752,7.78000020980835,7.753350734710693,625852000
Nvidia,NVDA,2020-05-14,7.841750144958496,8.03600025177002,7.6875,8.030500411987305,8.002994537353516,602312000
Nvidia,NVDA,2020-05-15,7.889750003814697,8.500499725341797,7.874000072479248,8.490750312805176,8.461668014526367,987660000
Nvidia,NVDA,2020-05-18,8.760499954223633,8.916500091552734,8.680500030517578,8.750249862670898,8.7202787399292,774460000
Nvidia,NVDA,2020-05-19,8.790249824523926,9.087499618530273,8.762749671936035,8.805500030517578,8.775339126586914,717320000
Nvidia,NVDA,2020-05-20,8.991000175476074,9.043000221252441,8.888750076293945,8.970000267028809,8.939276695251465,587536000
Nvidia,NVDA,2020-05-21,9.05150032043457,9.052499771118164,8.737500190734863,8.775250434875488,8.745192527770996,761068000
Nvidia,NVDA,2020-05-22,8.825249671936035,9.093000411987305,8.713250160217285,9.026249885559082,8.995332717895508,1038764000
Nvidia,NVDA,2020-05-26,9.156749725341797,9.181750297546387,8.67199993133545,8.71774959564209,8.68789005279541,770780000
Nvidia,NVDA,2020-05-27,8.625,8.632749557495117,7.9967498779296875,8.525250434875488,8.496047973632812,1175892000
Nvidia,NVDA,2020-05-28,8.412249565124512,8.760499954223633,8.379249572753906,8.487000465393066,8.457930564880371,734896000
Nvidia,NVDA,2020-05-29,8.554499626159668,8.875499725341797,8.484999656677246,8.875499725341797,8.845100402832031,745256000
Nvidia,NVDA,2020-06-01,8.833250045776367,8.840749740600586,8.689499855041504,8.806249618530273,8.776084899902344,389876000
Nvidia,NVDA,2020-06-02,8.796250343322754,8.837249755859375,8.657999992370605,8.825249671936035,8.795021057128906,391320000
Nvidia,NVDA,2020-06-03,8.822250366210938,8.866250038146973,8.699999809265137,8.769499778747559,8.739460945129395,365440000
Nvidia,NVDA,2020-06-04,8.727999687194824,8.943249702453613,8.677499771118164,8.766500473022461,8.740459442138672,424280000
Nvidia,NVDA,2020-06-05,8.794500350952148,8.996999740600586,8.708000183105469,8.920000076293945,8.893502235412598,481748000
Nvidia,NVDA,2020-06-08,8.877249717712402,8.889749526977539,8.685750007629395,8.805000305175781,8.77884578704834,387736000
Nvidia,NVDA,2020-06-09,8.800000190734863,9.109749794006348,8.751250267028809,9.045999526977539,9.019128799438477,468488000
Nvidia,NVDA,2020-06-10,9.167750358581543,9.5,9.153499603271484,9.36674976348877,9.33892822265625,632180000
Nvidia,NVDA,2020-06-11,9.149999618530273,9.261249542236328,8.78600025177002,8.796250343322754,8.770122528076172,583652000
Nvidia,NVDA,2020-06-12,9.162500381469727,9.187250137329102,8.70324993133545,8.932499885559082,8.90596866607666,570908000
Nvidia,NVDA,2020-06-15,8.815250396728516,9.182250022888184,8.743749618530273,9.173749923706055,9.146499633789062,400004000
Nvidia,NVDA,2020-06-16,9.225000381469727,9.26675033569336,8.838749885559082,9.068499565124512,9.041561126708984,535716000
Nvidia,NVDA,2020-06-17,9.113750457763672,9.298999786376953,9.070249557495117,9.236000061035156,9.208564758300781,408304000
Nvidia,NVDA,2020-06-18,9.22700023651123,9.282500267028809,9.114500045776367,9.218000411987305,9.190618515014648,254408000
Nvidia,NVDA,2020-06-19,9.242500305175781,9.444999694824219,9.227250099182129,9.261249542236328,9.233739852905273,524160000
Nvidia,NVDA,2020-06-22,9.300000190734863,9.53125,9.273249626159668,9.526749610900879,9.498451232910156,398468000
Nvidia,NVDA,2020-06-23,9.550999641418457,9.642499923706055,9.407500267028809,9.449999809265137,9.421929359436035,375108000
Nvidia,NVDA,2020-06-24,9.476249694824219,9.556500434875488,9.144499778747559,9.23550033569336,9.208067893981934,449372000
Nvidia,NVDA,2020-06-25,9.35575008392334,9.505000114440918,9.182250022888184,9.489999771118164,9.461808204650879,376072000
Nvidia,NVDA,2020-06-26,9.5,9.5,9.125,9.154999732971191,9.127805709838867,592084000
Nvidia,NVDA,2020-06-29,9.169750213623047,9.204500198364258,8.899999618530273,9.199999809265137,9.1726713180542,342248000
Nvidia,NVDA,2020-06-30,9.314000129699707,9.526249885559082,9.266500473022461,9.497750282287598,9.469537734985352,367892000
Nvidia,NVDA,2020-07-01,9.520750045776367,9.575750350952148,9.413000106811523,9.529999732971191,9.501691818237305,326648000
Nvidia,NVDA,2020-07-02,9.638999938964844,9.737500190734863,9.57824993133545,9.612250328063965,9.583699226379395,364056000
Nvidia,NVDA,2020-07-06,9.74174976348877,9.9087495803833,9.712499618530273,9.839249610900879,9.810020446777344,315892000
Nvidia,NVDA,2020-07-07,9.946249961853027,10.069999694824219,9.850749969482422,9.871749877929688,9.842425346374512,357800000
Nvidia,NVDA,2020-07-08,9.993749618530273,10.225000381469727,9.965499877929688,10.215999603271484,10.185654640197754,365480000
Nvidia,NVDA,2020-07-09,10.380249977111816,10.569999694824219,10.233499526977539,10.508999824523926,10.477783203125,494548000
Nvidia,NVDA,2020-07-10,10.588749885559082,10.65524959564209,10.37874984741211,10.479249954223633,10.4481201171875,497676000
Nvidia,NVDA,2020-07-13,10.595000267028809,10.79224967956543,10.024999618530273,10.052249908447266,10.022392272949219,457076000
Nvidia,NVDA,2020-07-14,10.074999809265137,10.402750015258789,9.785499572753906,10.376999855041504,10.346176147460938,542676000
Nvidia,NVDA,2020-07-15,10.414250373840332,10.432999610900879,10.055749893188477,10.227250099182129,10.196870803833008,403984000
Nvidia,NVDA,2020-07-16,10.015000343322754,10.20674991607666,9.895500183105469,10.134750366210938,10.104646682739258,344964000
Nvidia,NVDA,2020-07-17,10.225500106811523,10.248499870300293,10.087750434875488,10.201499938964844,10.171197891235352,266284000
Nvidia,NVDA,2020-07-20,10.274250030517578,10.53125,10.156749725341797,10.510749816894531,10.479527473449707,284852000
Nvidia,NVDA,2020-07-21,10.512999534606934,10.5600004196167,10.286749839782715,10.328499794006348,10.297821044921875,277036000
Nvidia,NVDA,2020-07-22,10.367500305175781,10.602499961853027,10.291500091552734,10.438750267028809,10.407742500305176,367292000
Nvidia,NVDA,2020-07-23,10.449999809265137,10.54699993133545,10.03125,10.12975025177002,10.099660873413086,411660000
Nvidia,NVDA,2020-07-24,9.875,10.364749908447266,9.777000427246094,10.194499969482422,10.164217948913574,473292000
Nvidia,NVDA,2020-07-27,10.232250213623047,10.441749572753906,10.21774959564209,10.421500205993652,10.390545845031738,292132000
Nvidia,NVDA,2020-07-28,10.374250411987305,10.381999969482422,10.209250450134277,10.215499877929688,10.18515682220459,271636000
Nvidia,NVDA,2020-07-29,10.39074993133545,10.516249656677246,10.347000122070312,10.465499877929688,10.43441390991211,284508000
Nvidia,NVDA,2020-07-30,10.375,10.623000144958496,10.295249938964844,10.61400032043457,10.58247184753418,308880000
Nvidia,NVDA,2020-07-31,10.563249588012695,10.766500473022461,10.432999610900879,10.614749908447266,10.58321762084961,386080000
Nvidia,NVDA,2020-08-03,10.732500076293945,11.098750114440918,10.715250015258789,11.010250091552734,10.977546691894531,412720000
Nvidia,NVDA,2020-08-04,11.050000190734863,11.227749824523926,10.906000137329102,11.227749824523926,11.194398880004883,310336000
Nvidia,NVDA,2020-08-05,11.244000434875488,11.371749877929688,11.166250228881836,11.286749839782715,11.253225326538086,249924000
Nvidia,NVDA,2020-08-06,11.349749565124512,11.357999801635742,11.178750038146973,11.33549976348877,11.30182933807373,244316000
Nvidia,NVDA,2020-08-07,11.3125,11.50475025177002,11.037500381469727,11.19950008392334,11.166232109069824,342516000
Nvidia,NVDA,2020-08-10,11.334250450134277,11.408249855041504,10.856499671936035,11.164999961853027,11.131834983825684,427796000
Nvidia,NVDA,2020-08-11,11.073749542236328,11.136750221252441,10.79574966430664,10.850000381469727,10.817770957946777,354512000
Nvidia,NVDA,2020-08-12,10.990750312805176,11.467000007629395,10.958250045776367,11.440250396728516,11.406266212463379,464412000
Nvidia,NVDA,2020-08-13,11.545999526977539,11.721750259399414,11.35575008392334,11.442999839782715,11.40900993347168,374460000
Nvidia,NVDA,2020-08-14,11.529999732971191,11.704750061035156,11.440500259399414,11.564000129699707,11.529651641845703,366436000
